9.000976562500000000e+00,9.551870346069335938e+00,8.905790328979492188e+00
9.081439971923828125e+00,9.445049285888671875e+00,8.999363899230957031e+00
9.744246482849121094e+00,9.355517387390136719e+00,8.550874710083007812e+00
1.003182888031005859e+01,9.040813446044921875e+00,8.744996070861816406e+00
1.050581359863281250e+01,9.190812110900878906e+00,8.562023162841796875e+00
1.033479022979736328e+01,9.183285713195800781e+00,8.916134834289550781e+00
9.955732345581054688e+00,9.131548881530761719e+00,9.373422622680664062e+00
9.596804618835449219e+00,9.129142761230468750e+00,9.612968444824218750e+00
9.221651077270507812e+00,8.849723815917968750e+00,9.528496742248535156e+00
9.406022071838378906e+00,9.054837226867675781e+00,9.549403190612792969e+00
9.234321594238281250e+00,8.992563247680664062e+00,9.271924972534179688e+00
9.447840690612792969e+00,8.858444213867187500e+00,9.341466903686523438e+00
9.634131431579589844e+00,9.053424835205078125e+00,9.492628097534179688e+00
9.678564071655273438e+00,9.107539176940917969e+00,9.423993110656738281e+00
9.635589599609375000e+00,9.131412506103515625e+00,8.606171607971191406e+00
1.010371303558349609e+01,1.134381008148193359e+01,7.561342239379882812e+00
